Country,Vaccine,Recommendations
bangladesh,Japanese Encephalitis,"Recommended for travelers who
Are moving to an area with Japanese encephalitis to live
    Spend long periods of time, such as a month or more, in areas with Japanese encephalitis
    Frequently travel to areas with Japanese encephalitis
Consider vaccination for travelers
Spending less than a month in areas with Japanese encephalitis but will be doing activities that increase risk of infection, such as visiting rural areas, hiking or camping, or staying in places without air conditioning, screens, or bed nets
    Going to areas with Japanese encephalitis who are uncertain of their activities or how long they will be there
Not recommended for travelers planning short-term travel to urban areas or travel to areas with no clear Japanese encephalitis season."
bangladesh,Malaria,"CDC recommends that travelers going to certain areas of Bangladesh take prescription medicine to prevent malaria. Depending on the medicine you take, you will need to start taking this medicine multiple days before your trip, as well as during and after your trip. Talk to your doctor about which malaria medication you should take.
Find country-specific information about malaria."
bangladesh,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
bangladesh,Rabies,"Rabid dogs are commonly found in Bangladesh. If you are bitten or scratched by a dog or other mammal while in Bangladesh, there may be limited or no rabies treatment available. 
Consider rabies vaccination before your trip if your activities mean you will be around dogs or wildlife.
Travelers more likely to encounter rabid animals include
Campers, adventure travelers, or cave explorers (spelunkers)
    Veterinarians, animal handlers, field biologists, or laboratory workers handling animal specimens
    Visitors to rural areas
Since children are more likely to be bitten or scratched by a dog or other animals, consider rabies vaccination for children traveling to Bangladesh."
bangladesh,Typhoid,"Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas."
bangladesh,Yellow Fever,"Required if traveling from a country with risk of YF virus transmission and ≥1 year of age, including transit in an airport located in a country with risk of YF virus transmission.1


Note: Yellow fever vaccine availability in the United States is currently limited. Travelers may need to schedule appointments well in advance and visit a clinic some distance away. Find the nearest clinic that has vaccine."
barbados,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
barbados,Hepatitis A,"Recommended for unvaccinated travelers one year old or older going to Barbados.
Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series.
Travelers allergic to a vaccine component or who are younger than 6 months should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given.
Unvaccinated travelers who are over 40 years old, immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin."
barbados,Hepatitis B,Recommended for unvaccinated travelers of all ages to Barbados.
barbados,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
barbados,Rabies,"Barbados is free of dog rabies. However, rabies may still be present in wildlife species, particularly bats. CDC recommends rabies vaccination before travel only for people working directly with wildlife. These people may include veterinarians, animal handlers, field biologists, or laboratory workers working with specimens from mammalian species."
barbados,Typhoid,"Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas."
barbados,Yellow Fever,"Required if traveling from a country with risk of YF virus transmission and ≥1 year of age.1 This requirement excludes Guyana and Trinidad and Tobago unless an outbreak is occurring.


Note: Yellow fever vaccine availability in the United States is currently limited. Travelers may need to schedule appointments well in advance and visit a clinic some distance away. Find the nearest clinic that has vaccine."
belarus,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
belarus,Hepatitis A,"Recommended for unvaccinated travelers one year old or older going to Belarus.
Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series.
Travelers allergic to a vaccine component or who are younger than 6 months should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given.
Unvaccinated travelers who are over 40 years old, immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin."
belarus,Hepatitis B,Recommended for unvaccinated travelers of all ages to Belarus.
belarus,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
belarus,Rabies,"Rabid dogs are commonly found in Belarus. However, if you are bitten or scratched by a dog or other mammal while in Belarus, rabies treatment is often available. 
Consider rabies vaccination before your trip if your activities mean you will be around dogs or wildlife.
Travelers more likely to encounter rabid animals include
Campers, adventure travelers, or cave explorers (spelunkers)
    Veterinarians, animal handlers, field biologists, or laboratory workers handling animal specimens
    Visitors to rural areas
Since children are more likely to be bitten or scratched by a dog or other animals, consider rabies vaccination for children traveling to Belarus."
